Summary_clean,Sentiment
healthy seeds grown happy,positive
nice product,positive
poor quality,negative
awesome sound systems thank flipkart,positive
thanks flipkart delivery time super amazing product,positive
good product,positive
good,positive
good earphone,positive
fit expectations,negative
good house purpose use cautiously,positive
looking beautiful,positive
super,positive
great ok bag also ok ok,negative
nice stuff please go whithout hving second thought,positive
gud product standard pressured pumpingcan used per requirements pressure good metal finish quality workmanship,negative
ok,neutral
best products,positive
nice kit best,positive
sound quality satisfied bluetooth connectivity also medium,negative
fit size one oder pls money waste,negative
battry backup poor sufficient day,negative
good quality good thanks filpkart,positive
size bit small normal platesquality good thin product design awsome thinner saucer also,negative
worst quality plastic used avoid buying,negative
excellent football,positive
product good always price purchase flipkart fro thingits disappointed,neutral
overall good performance,positive
good product best features price range best performance display quality thin light weight laptop comfortable,positive
using couple days writing new mi led pro st fully value money wont get much big screen within range comes picture quality really awesome sound good one bass add one sound bar although good connectivity also good mobile mi really giving good product price love,positive
awesome product office students use,positive
bowls small,negative
sense growing packet,negative
nice product installation smooth installation charges rs one plastic pipe around ft installation kit comes chimney pay extra pipe required,positive
productsounds quality goodbass quality lowbuild quality goodvalue money yes,positive
juicer jar upto mark rest best built quality excellent speed grinding quility good makes much noise,positive
nice deal thanks quick delivery team flipkart table super cool youre working home table must buy quality good interesting part assembly ive really enjoyed,positive
singer fm promise nice best quality products fast easy worksthnk flipkart service good product long live servicei soo happy,positive
usual excellent service flip cart logistics partner ekart delivered next day full monsoon installed third day effortlessly mi pro outstanding product reasonable price user friendly operations excellent features value money,positive
good first impression,positive
using month works fine range,positive
amazing,positive
value money,positive
working good,positive
awesome,positive
really happy oil one best product see result using made natural ingredients good hair heath,positive
good sd card delivery also good thank flipkart,positive
mass,neutral
outstanding,positive
nice shirt,positive
got day order product one google assistant smart home rest simple toy,positive
product good giving good performance happy get product,positive
good,positive
overall nice product thanks flipkart,positive
quality good looks like chin product,negative
working slowly gb ram working gb ram like,negative
supper,positive
purifier good delivery within days installation done kent within day delivery installation guy charged inr pre filter inr balls inside pre filter inr purifier cover total rs extra paid installation guy water quality taste good,positive
good product value money diet consultation also good open queries time,positive
ok good,positive
excellent boys,positive
good good winters blanket like ac blanket,positive
good,positive
blanket quality good,positive
good,positive
good iron box value money,positive
highly unstable repeater need wifi restart either router device,negative
time taking heating better go liter,positive
good expectedheavy weight cheating product,negative
love delhivery boy flipkart,positive
thanks,positive
awesome,positive
nice product packing good delivery time satisfied thanks flipkart,positive
good product kids must buy,positive
marvellous expected thank amazing delivery product,positive
work month,negative
excellent table though took sometime assemble fix right way table becomes sturdy stable shaking good build quality good size everything perfect,positive
good one,positive
wow,positive
dont buy poor built quality back panel laptop loosely fit sound coming duringvusage,negative
quality ear plugs good decent noise cancellation soft comfortable,positive
prosfhd displaygreat audiohandy remote functions cons poor build qualityframes covering led screen fitted loosewifi gets disconnected rarely restart fixes itneed install seperate voltage stabilizer,negative
good smell also good sticky use,positive
product good price,positive
bed,negative
worst product supported working dont buy one pls,negative
good actually worthy,positive
auto system make best,positive
best skating best product,positive
always never disappoint almost paper yield get single black cartridge expensive compared ink tank printer perfectly fine simple day day printing,positive
superb product,positive
nice,positive
nice watch really liked,positive
first product received defective replaced unfortunately got defective product,negative
vishal friend aditya gifted tv nd april still installation person yet come customer executive communicating properly tv delivered th month days got installation person didnt called messaged yet please consider seriously,positive
reviews right overall perfect machine use,positive
weri good,positive
nice products,positive
nice shoes great looks better qualitycan buy,positive
good product like,positive
good person,positive
nice product installation quick happy product,positive
take much time get charge power bank realme batter,negative
best hardisk regular users,positive
nearly six months line wanted wait writing review delivery fast installation took time kitchen site ready full marks bosch dishwasher one best india right settings frills wont go tech specs product job well blackened iron kadhai iron utensils started getting back sheen slowly ss uten,positive
osm product,positive
poor,negative
nice product superb,positive
powerful backup amaron ah battery backup mode power fluctuations cant understand difference power backups mode,positive
good products please buy,positive
awesome build quality bass sound jbrjst,positive
awesome product super sytlish sound quality super extra bass guys must buy thank flipkart,positive
nice material quality good fitting also nice,positive
value money thanks flipkart,positive
found pretty useful strong rods thin,positive
really good,positive
purpose well,positive
nice good prodect,positive
awesome product possible pls provide wheel stand product,positive
validated product original apple,positive
fine,positive
poor quality used month,negative
better products,positive
poor quality product recommend never buy cargos,negative
year successfully completed issues till good product,positive
items wr working,negative
gud,positive
good nice,positive
good quality,positive
good,positive
good product seal open package,positive
happy,positive
things perfect,positive
suppers,positive
working sometime,negative
nice seeds days later seeds germinated,positive
good prodact,positive
good oneliked,positive
highly recommended,negative
downgrade quality,negative
worsquality good bad,negative
brilliant product,positive
supper better,positive
worst product,negative
surface adaptor given,neutral
one star less thigh support cud bit longer apart amazing far,positive
built quality average features nice,positive
product good received product manufactured,positive
hated carpet dont buy,negative
good,positive
super duper product,positive
worthy product,positive
super quality,positive
fan best,positive
exlent,positive
low cost best cycle good product,positive
great toy comes reasonable price worth money,positive
brilliant product,positive
demage product,negative
works well lasted like quiet whileworth buy,positive
though brand quality per price popular apps like prime video netflix get installed even aptoid tv work around wasted much time even apps like jiotv aptoid versions post installation log every time ok without apps issue want watch set top box need smart tv basic apps choice like,negative
worst quality dont buy itvery cheap quality,negative
nice one guysu go,positive
good plate small,positive
terrific perches,positive
superb productits fragrance awesome product genuinely originaland also valuable money,positive
charge bad,negative
writing review days usage product good use clarity camera good controlled thru qubo app recording clear good audio great product hero,positive
product recueved today concerned durability otherwose looks good,positive
washing good except hard strains,positive
average,neutral
bed,negative
nyc nyc,positive
small plants small packet,neutral
wow really good,positive
amazing purchase absolutely excellent easy use,positive
price much good connected tv sound really impressive,positive
product value get better bag price sling long quality also good,negative
awesome tv gives tough competition samsung nd lgs,positive
quite confusing use wifi available also doesnt support hevc codec files works vlc however files got issues still,negative
exllent product,positive
bad product,negative
dark black give beautiful eyes putting kajal value money godd packing sharp delivery,positive
beautiful products,positive
bad mrp recieved good condition packing also good flipcart,positive
great product loved quality also aluminium finish looks premium slim adjust brightness pressing fn pageup page colours look beautiful especially dark,positive
sometimes wire loose fixing rice cooker otherwise super product happy getting fast delivery also thank,positive
take rooms air quality seriously love clean air breathe best thing give purifier leaves stone unturned meet expectations works exactly like demonstrated reviewers almost immediately start noticing difference rooms air quality must buy accessory room,positive
worst product air leaks week,negative
excellent,positive
extremely happy quality superb washing dirty dishes becomes asnew,positive
good quality price little less,positive
product good price range,positive
product damaged,negative
poor speaker dont buy specs reviews fake,negative
workingworst product,negative
nice product batter also smooth thankyou,positive
thank flipcart,positive
nice product save money,positive
good like much straps little bit smaller good,positive
super,positive
ok,positive
value money,negative
awesome,positive
looks good light also great assembling product easy instructions video link also provided seller,positive
awesome go,positive
bad,positive
superb,positive
nice football,positive
nice kjal looking perfect happy products,positive
best product gives fish eye,positive
nice product good office hot water,positive
worst product iam using month touch pad working properly iam strongly recommend dont buy product,negative
nice product picture quilty,positive
mindblowing product osmmmm packaging,positive
goid,positive
bad productmost packets contains seeds,negative
good quality colour best product price,positive
super super,positive
bad quality,negative
super,positive
product described two wheel drive motor powerful single rechargeable cell good backup size also small described overall waste moneyoverall,negative
osam,positive
good easy use,positive
midiyam qualty products,neutral
expected nice quality material,positive
worth money best pricevideo quality quite good par brands like lg thomson onida etc nt compareable sony samsung default sound nt dat good change settings nice sound connectivity superb built chromecast amazon prime netflix installed using pen drive overall grt experience,positive
bed image good product poor quality,negative
nice design simple best price get tb,positive
awesome product smooth safety beutiful,positive
fantastic,positive
nice product thenks filpkart,positive
vary use full every thing like gym running ect thank flipkart,positive
good learning kids,positive
good product buybest value money,positive
like nice palazzo,positive
good,positive
nice,positive
simply superb kid loves lot thanks flipkart,positive
even worth,negative
useful baking item use baking food like dhok laid li cake pizza burger etc active yeast,positive
nice thanks flipkart,positive
best car fm blutooth segment,positive
elegant,positive
nice,positive
authorised fast charger pixel india although bit costly comes nice clean google box build quality indeed top notch get chinese chargers way cheaper reliability quite poor heatup pretty badlythis charger also charge pd supported devices like laptops tablets etc charges pixel max fast charginggoes minslastly authorised oem charger always,positive
good product expected prestige good brand item,positive
awesome product worth every penny,positive
nothing provided buy accessories along mechanic charge come around extra,negative
quite fast,positive
good,positive
bad product,negative
nice looking chimney installation done ease faber local dealer,positive
totally polyester regular fit cloth expectations,negative
bad dont product,negative
bad product functional,negative
wow best,positive
nice sound quality also best,positive
quantity rice measure give small bowel intime taken cooking,neutral
happy product expected best ipad ever value money definitely go people purchasing first ipad battery last hr min ipad lasting hr,positive
nice hot pack,positive
bad product sent,negative
fast charging also connect motorola mi mobiles,positive
amazing prize,positive
low,negative
helping,negative
wonderful nice good fantastic amazing beautiful,positive
best products praise avelable local stores,positive
mony west good,negative
good product attachment missing,positive
money waste,negative
awesome product baby like,positive
good gb storage,positive
nice one like,positive
nice product thanks flipkart,positive
thank,positive
super nice quality,positive
noisy jars blades sharp,negative
got useless powerbank working doesnt support charging,negative
good learn new words children,positive
supper,neutral
pixel quality bad image zooming,negative
really like packaging quality fragrance luxurious feel product refreshes leaves smelling good whole day one use,positive
quality poor,negative
wowso nice im happy quality good,positive
really really much happy product thank flipkart delevery taken much time taken days delivered excitedly waiting finally received,positive
god,positive
nice speaker google great job,positive
value money good product awesome claritythanks flipcart fastest delivery,positive
best product,positive
ossum product ever za,positive
good,positive
nice shoes price thank jokar gtan thnks flipkart,positive
nice super thq flipkart,positive
speker upper cover sound quality jxl speker,neutral
thank flipkart vguard best product,positive
fantastic product,positive
took whole day assemble,neutral
best brand fasttrack like nice watch good condition packing star nice color tnx flipkart,positive
worthlow quality product mark,negative
satisfied product product good installation removing easy wheels also move dismantle build anywhere easy process family happy purchase,positive
good quality small belt,positive
satisfied much okayish purpose solved percent,negative
work osm good quality products using last months,positive
flipkart enhance packing policy packing little bit weak amazon,negative
pathetic product much noise grinding doesnt grind properly highly doubt duplict product defect product butterfly non branded mixer good guess never purchase product,negative
yes nice product quality,positive
nice,positive
perfect msi laptop really perfect work alhamdulillah happy thank msi team thank flipkart,positive
received product time vry gd condition product received per specification given installation done yetthax flip kart,neutral
good quality nos shock,negative
superb,positive
really happy product thing like hot thank sellers flipkart,positive
quality wise goog,positive
good shirt,positive
cool good product give stars friends also love,positive
tq flipkart,positive
nice product good sound,positive
much heating problem one hour hot like induction,negative
worst product heater functionality value moneybetter go know brands price range,negative
best osm product budget product quality lajawaab osm yr im vry happy like product,positive
good product,negative
good,positive
small size otherwise nice product,positive
amazing,positive
nice product comfortable,positive
good product gaurd always best,positive
cooker function tooo bad making rice coming multiple visils reaching saturation level mixy bowl reached expectations big bowl smiler middle one,positive
beat ever thnks shopsy brilliant,positive
best best,positive
delivery late product good delivery guy good behaviour,positive
tablet worth buying bank offer think little bit overpricedi recieved product yesterday loving itscreen size feels big gb ram work perfectly battery performance also good insane tap speakers dolby atmostrust experienced beforeyour music experience gon na next levelonly issue cant hold long investing stand support woul,positive
beautiful,positive
good,positive
till today ok,neutral
nice color,positive
better product easily connect,positive
good performance advisable product,positive
awesome one,positive
three pin top provide,positive
nice,positive
using since monthsfirst month used keep hot water hot hrs hardly keeps hot hrs,neutral
thnx,positive
already mixie old thats almost gone working bought product replacement yr old mixiein old one two jars mom used make chutney ease larger quantitybut new one bajaj mixer grinder mom couldnt make chutney larger quantity nd size jar medium size jar since st size jar small size jar jars prescribed making chutneyif try make nd,positive
mark dont buy,negative
great product fuss,positive
disgusting,negative
cook warm buttons working properly,negative
wow,positive
excellent product purchase without doubt,positive
totally bad,negative
good dark,positive
oswm product,positive
omg never expect mi tv pro legend beast tv sound qualoty amazing nicepicture quality good,positive
side support weak otherwise tray good need improve quality side support,positive
nyc,positive
received original good product mentioned,positive
nice,positive
good,positive
best product purchased,positive
nice product thanks flipkart,positive
solo microwave work properly great people uses,positive
nice books score good lot things inside score marks potential nice delivery,positive
decent product monster wish input section circumference plus cleaning difficult need ti almost dismantle parts everytime,negative
good nice,positive
super product best connectivity awesome,positive
product good prize segmentno exter thin average thin quality rounds makes stillness still thank flipkart,positive
gb space eaten card flipkart service always top,positive
like product,positive
ghz performance ghz performance ghz range ghz range,positive
good product little noisy,positive
performence good display awesome battery backup around one day casual bgmi gaming also good front camera video calls expected speakers average headphone jack makes good tablet slim nice hold feels light hand premium overall good device price,positive
osm product,neutral
much scratches,negative
fabulous product good quality woodjust amazing thank flip kart,positive
nice watch ordered rose gold one mom loved,positive
original product,positive
good prodect,positive
expected,positive
ok,neutral
working well every wash little expensive bought competitive price puja sale,positive
value money,positive
gud,positive
product good,positive
good one,positive
cant review purification ive equipment test water level isnt visible clearly tank capacity taste average,negative
good safety delivery,positive
excellent cloth,positive
best product hv buy,positive
nyc product,positive
good product fully digital using amaron ah battery giving wonderful backup easy installation support upto ah ah battery price point full paisa wasul product,positive
worth price,positive
best product,positive
fine meterial,positive
specific dont problem product service worst ever item got delayed go physically courier warehouse collect product worst experience ever,negative
device serial number invoice serial number mismatch issue almost macbook devices ordered flipkart may seller side apple wont accept wrong invoice data warranty claiming stay cautious buying,negative
nice product good delivery packing neat,positive
good quality,negative
loved nice sound quality expectedand another one doesnt battery battery backup atleast hours awesome,positive
one word awesomethese headphones awesome got sale astonished amazing headphones price segmentpros superb sound quality excellent battery backup good built qualitycons significant increase bass however thats con little bulky foldable heavy sound leak top high volumesbut cons go without second thought,positive
bad flipcart,negative
purchased drawings editing,positive
awesome productgo,positive
wow,positive
best,positive
flattened within months,negative
ok nace,positive
good book,positive
good like best quality product,positive
good product ordered item nd time happy satisfied,positive
absolutely useless product please never buy even technician coming checking product working still exchange accepted big scam flipkart total disgrace,negative
good fan nice speed,positive
okay small size room,positive
working fine little noisy,neutral
time charging good backup,positive
well installation service provided voltas installation team perfect work completed installation nicelyresult dish washer also amazing steel utancil glassware looks like brand new washing dishwasher,positive
bed quality,negative
low quality products,negative
quality pink trouser markable best price like much gon na add colors,positive
doesnt fit swiftit always plays buzz sound playing song callso much disturbance every single time dont prefer product checking kinda productgo bestignore oneas one bad performance issue,negative
good productthanu much,positive
nic product,positive
really strong nd worth money little suggestion seller must provide cover nd otherwise good,positive
high quality ink bright printsimply worth,positive
beautiful fabulous design go,positive
good quality soundbar clear sound best bass totaly prfrble prdct im totly happy volum bigger sound enough sqft room windows vibrating playing deep bass givs us good feel,positive
peasant growing,positive
great products love,positive
sound coming fan running speed running worst iam satisfied,negative
helpful competitive exams,positive
good product,positive
price product good,positive
best quality best picture best sound best customer service best price thank must buy,positive
nice thanks safe packaging also safe delivery,positive
value money product nice quality,positive
waste,negative
ok,neutral
clothing good,negative
good product loved,positive
awesome product nice packaging thanks flipkart,positive
thanks flipkart,positive
far best purchase flipkartit delivers everything mentioned product capability brochure tasty safe clean water,positive
bought vacuum cleaner first time good easy handle comes cd demo blows hot air hits face cleaning thats drawback blower clean car,positive
good,positive
works described able detect motions rare false positives overall satisfied completely indian plans offered trial also competitively priced,positive
nice produced price low must buy thanks,positive
super,positive
good product,positive
good,positive
bad productfully disappointed received defective product even stiching done till nowalso support brand flipkart,negative
product good performance attachments great happy product home,positive
stopped working days even tried connect customer care times wait time really high even getting call connected gets disconnected poor customer care didnt expected first bad experience product prospective,negative
quality product good,positive
awesome book ssc gd chsl rpf railway,positive
good product covid times good family cleans plates vessels perfectly tea pot milk stains rice cooker cleaned properly scrub utensils placing machine get sparkling result certain replacement maids,positive
good product,positive
product good use iphone one plus tno issue productbut courier delayed fulfilled dates mentioned deliver times postponed datesapart product fine,neutral
mop good delivery delayed days,neutral
average quality,negative
chain short,neutral
using months say purifier best among others good rate purifying great taste water kept tds value best good quality water also good thirst quenching,positive
good product connecting longer destenceand sound quality longer,negative
nice,positive
best product low price project quality best,positive
excellent shoes,positive
worst product,negative
good product elegant design easy configure wifi coverage ok,positive
light healthy oilgood delivery service,positive
excellent,positive
bad ok good,positive
best option buying think good good,positive
good quality electric conjunction fast water heates within minutes thank filipcard,positive
good price,positive
ifb great product dishwasher spacious cleans like charm various wash optionsbest less noise level dbarea manager quick enough resolving issue technician overall awesome product,positive
good hair,positive
order placed yesterday evening didnt use much designing awesome service good flipkart delivery boy,neutral
hyped productdont waste money thisuseless,negative
waste fo money plz dont buy,negative
think best phone price segment,positive
gave five star rating productgood one,positive
value money,positive
beautiful thank flipkart,positive
yeah product good enough price worth,positive
complaine product taking much time programs mode long,negative
bought ipad th gen back th gen worthy upgrade fall gimmicks laminated vs non laminated displays use pencil time get bothered easy choice price paying,positive
good son like much,positive
cloth use bad quality,negative
nice product thanks flipkart,positive
osum,positive
best product fast growing,positive
excellent son loved,positive
waste,negative
good one,positive
best price range,positive
good,positive
nice product quality range,positive
awesome,positive
product nice till date satisfied st wash half load quick setting product silent operation would given stars company product installation gave low stars demo never given ourself,neutral
body came install,negative
super saving product,positive
product india,positive
ok,neutral
cloth verybad,negative
fabulous,positive
small size esp veg dish,negative
product good fan noisy,positive
nice helpful book,positive
nicely covered rubber coating use ful beach siide,positive
outstanding mindblowing,positive
fine spray adjustment pressure,negative
exlent,positive
bad product,negative
nice,positive
small,negative
love pants really nice product,positive
nice good,positive
best inverter got,positive
compact effective product low noise even xpress cycle clothes come clean almost dry using month update things come,positive
nice,positive
good tablet super fast processor amazing battery life,positive
pros need microwave reheating food basic cooking like boiling rice papad fry maggi etc best cons bake cake grill chicken,positive
nice nice,positive
good,negative
nice ohk ohk,negative
incoming water slow heating takes much time,negative
cut resistance good lite workbut safe industrial work,negative
smooth grind take time grind nice tq flipkart fast delivery,positive
professional,neutral
bought layer set product quality durability good one disadvantage keep hard board small things,negative
really dont like dont know problem machine defective glaze whatever working good others,negative
nice juicer buy,positive
nice products,positive
one best product thanks flipkart fast delivery product worth buy convert old tv smart tv,positive
giving review two weeks continues use battery backup minimum hrs built quality sound quality bass best option price range thank much flipkart super fast deliveryi totally happy,positive
thank team realme realme company alsoit good machine less money also easy use good machine terms design good clothes cleaned washing machines thanks real provided us good features less money,positive
good bookyou go,positive
good,negative
one best multivitamin used yet feel nd day energy level going dont take regularly otherwise going habitual,positive
good connected car makes noise,negative
awesome satisfied,positive
bad quality dont waste money,negative
grinder working using first time,negative
dont know thermosteel keep heat insulation long despite made good heat conductorbut fact keep hot liquids warm hours,positive
wow wonderful,positive
much better,positive
quantity bad,negative
clothes quality good,negative
super somane things,positive
waste money,negative
super,positive
good product like buy suprr thank flipkart,positive
good cocoa packaging could better,positive
sewing machine nice delivery toolaye,positive
excellent one,positive
goodaverage,neutral
month left side trigger stop working low quality trigger please dont buy,negative
nice product cheap price,positive
like smell perfume longevity nature first hesitant buy online buying perfume stake deal never knew smell get hands definitely combo something upto marksmell stays least hours occasion bottle looks premium diligenti loved combo perfumes,positive
good choice great product simple smart,positive
nice product easy install tether app need place device nearby working area get full benifit range managed tether app range means power consumption overall nice decent look dual band ghz,positive
perfect product,positive
star sewing machine,neutral
want better improvement av,positive
awesome product,positive
four parfume good smell smell stay body hours minimumand gift box looks luxurious worth buying parfume range,positive
good product ft cycle perfect heighti recommend allthanks flipkart urban terrain,positive
good,positive
cool wath like,positive
value money,positive
super,positive
product receive damage box product seen start,negative
got product yesterday looks really good sound also good dont idea battery backup delivery boy behaviour good cooperative,positive
powerful product working cleanly,positive
good boss happyi purchased rs mayi recomded product air cooler large pls saw image purchased,positive
worthable cost,positive
nice quality chang tha colour,positive
cool product photo quality good,positive
hologram product st think fake considering points thought originalafter month using feel really good speed also good gb storage usable nice one,positive
good product,positive
wire conection problem tank full fill water,negative
bought fan april th installation done april th months working good working unhappy product money also waste disappointed,positive
bad,negative
nice speaker google loved one thing note speaker come battery port gets connected electricity good connection wifi cristal clear sound best device google,positive
upgraded model,neutral
product good small family,positive
gassistant features excited,positive
productive,negative
first mac love mention pros everyone knows cons screen anti reflective glossy location services doesnt work mac dependent dont buy,positive
worst worst,negative
good product value money,positive
good product liked,positive
purchased product rs offer nd october already well known speaker boombox quality speaker powerfull bass like dj treble nice high sound remote nice operate directions love lot good one room kitchen go purchase also like,positive
gd,positive
satisfactory,negative
good machine simple functions everyone simply use,positive
ordered mother quite fascinating everyone else house started working kitchen brilliant product easy use safe problem loose jar lids stuff wont run everything perfectly locked one best features many jars blades serves purposes user friendly flipkart right delivery thing,positive
worst performance ever,negative
purchased product watching product tube one excellent products must improve wifi range home hdtv requires wifi dongle dont one connect device hdtv via lan cable update hdtv software supported connect via lan browse internet etc depends tv model support functionality main wifi router main bedroom adding device,positive
good quality beautiful colour,positive
working per description using jio fibernet mbps plan wanted use extender via ethernet working per description delivering mbps feet room mbps feet walls heating issue found tplink restricted mbps speed brought one,negative
excellent quality product,positive
rods uneven plastic durable,negative
really great tv,positive
poor quality product full money loss,negative
tnx flipcart againamazing watch prize,positive
beautiful watch,positive
bass awesome,positive
good products,positive
nice product go undoubtedly,positive
good product value mony,positive
met expectations,negative
like product,positive
really osmgood competitive exam,positive
feel colour permanent,positive
good product best students,positive
nice,positive
great model,positive
affordable product useful age groups,positive
must buy thank flipkart,positive
ok,neutral
awsome,positive
love,positive
perfect product perfect price,positive
found inside fan bed fixed properly also bolt nuts fall inside remaing ok,positive
good,positive
worst sound ever heard says bass bass,negative
nice product one thing want mention product delivered scratches body except mixi working excellent,positive
shown pic nice,positive
good,negative
picture quality better gaming hang,positive
good laptop heating issues fan noise cooling fans silent powerful work putting lap even though cant feel heat coming screen simply awesome difference normal screen oled screen ram good youll get around gb storage graphic card simply amazing coming battery backup give around hours normal usage hours battery saver mode battery,positive
bad product power bank charging poor performance dont buy product,negative
compare cheap product style handy good look etcbut slow transfer files pc hddmax speed mbsec,positive
good product must buy save time,positive
using month love food processor especially atta kneading almost everyday problem facing grinder blade sharp unable fine grinding takes lot time also please help grinder jar available separately buy thanks,positive
product good,positive
soft comfortable,positive
ball good bit hard useful play even basketball alsoplzzz buy age group yearsplzz buydont believe reviews plzzzeven fear good notbut one best ball everplzzz buy,neutral
good productbut price high,neutral
compact super quality,positive
good product easy setup,positive
quality performance product excellent worthy stars deep bass sound quality,positive
good,positive
good,positive
satisfactory,positive
fly air,negative
good cartriy flipkart,positive
wonderful,positive
nice kajal value money,positive
good product,positive
nice bokk,positive
nice excellent product using week working fine must buy product want eat pure safe vegetable fruits,positive
really much good tds meter gives almost accurate results tested rain water gave ppm checked submersible water gave ppm next day checked reading almost good tds meter thanks flipkart fast convenient delivery,positive
good onego,positive
good behaviour delivery boy,positive
completely bogus product working,negative
looks exactly shown full marks however back side plys thin sure durable rest everything great,positive
time use making humming sound irritating dont purchase product,neutral
bad,negative
good drive nice software automatically backup data real time need password protected encryption keep data safe far working like charm blazing fast isnt purpose anyway gives good storage take care frequent manual backup config leave attached mirror backup options suit needs needless say cheaper cloud access anywhere know,positive
value money nice useful product kid loved,positive
nice socksgood material warm wellordered father loved itthank flipkart,positive
worst product dont buy product,negative
one ordered got different one,negative
bad product build battry,negative
average product,neutral
nice products,positive
fabulous,positive
really awesome colors,positive
ok ok,neutral
best sound quality,positive
issues demo installation totally satisfied technician though running low energy due work fatigue answered questions suggested ifb accessories tactical enough advise gentle way technician ifbi bot stand cover washing powder good experience buying item flipkart thank fk good product service tq,positive
matiriyal vary bad zeep cheep matirialstich bad week avrithing brek,negative
nice acha hai,positive
suberb deal,positive
best according price,positive
awesome tv people complaining connectivity poor case connectivity good wifi connectivity awesome screen awesome value money buy tv inch good size please dont buy inch tv picture resolution poor suggest buy inch tv,positive
good,positive
vary best quality product,positive
super grinder good quality,positive
wow,positive
nice product easily cleans every corner house easy use easy wash,positive
everyone loves fairy lights rooms one gorgeous string made copper wire lit wire doesnt show looks beautiful regular strings available market using weeks doesnt heat maintains shape bend wire makes vibe whole room really dreamy,positive
nice product,positive
worst product working perfectly,negative
good like another brand kettle,negative
dont buy,negative
quality good charge working,negative
vacuum cleaner good product one interested buy buy,positive
nice worth,positive
good durable,positive
bad items,negative
nice product pigeonwater boils minselegant look shiny steel material package box little tampered flipkart please look package delivering,positive
nice size small,positive
product awesome,positive
best sound quality nice product,positive
good speed,negative
thin cloth,negative
hard soft,negative
happy,positive
good excellent must buy personally recommend perfume,positive
everything good except hooks come easily,positive
nice tv nice mi,positive
beautiful product fit budget,positive
liked two leds light side speaker hand hovers near indicating volume controlsyou set reminders speaker assign different people householdthe speaker mounted wallthree microphones means easily hear noisyif google home devices speakers chromecast builtin used part multiroom audio setupit also bluetooth play mu,positive
quality bad,negative
good quality,negative
good quality products packing good,positive
powerfulgood product,positive
good small family,positive
purchasing eurodomo chimney go reviews got positive negative reviews regarding installation service decided take really happy chimney delivered within days booking next day got call faber installation installed chimney technician really nice polite well mannered paid rs total rs installation rs aluminium pipeone thi,positive
product eurodomo good motion sensors works perfectly suction power also decent background sound chimney running unavoidable installation fast installation person holes screw hang chimney fix exhaust pipe available ventilator also trying sell another exhaust pipe willing put already available pipe box overall installation charges high compared,positive
doesnt clean properly,negative
go worth price point,positive
best classtitan always ahead,positive
super quality products im happy,positive
average wifi range across inches wall mbps plan gives around mbps lan wire,neutral
good good,negative
excellent watch,positive
nice product buy,positive
noise cancellation capacity,neutral
wonderful microwave comes necessary accessories ifb good brand providing best service within minimum time got demo installation ifb hrs specially thanks flipkart providing best deal price timely delivery microwave fully capable four members family,positive
nice good product,positive
apple never disappoints awesome product,positive
playing daysit product started leak air cant able use anymoretotal waste money,negative
poor quality,negative
sound quality good im using pc room enough sound battery back also nice overall build quality good worth money youre paying buying mostly home use dont second thought go,positive
avrase product,neutral
good product use quality amazing,positive
good product swimming,positive
useful value money,positive
nice prodect,positive
good,positive
nice must buy,positive
nyc bambo basuri,positive
nice quality recieved fast delivery bou,positive
delivery product good,positive
worth really,positive
poor product bad,negative
already iron boxes buy exclusive one watts apartment power back dg watts normal iron boxes exceed capacity one works like charm even full heatcotton mode,positive
excellent good size yr baby,positive
ball got punctured easily know tube inside pooor repaired,negative
good one,positive
good products,positive
good quality worth buying product,positive
good product valuable delivery fast,positive
slow sounds,negative
nice product used past days world nicely instalation demo worst haier side wise suitable family members,positive
best purchase,positive
got cheap price gone luckyas first mechanical keyboard writing review accordingly pros loved clicky soundits pleasing keyboard build quality averagethough glosssy finish places makes look awesome cons rated didnt come wrest support find difficult code longer time provided software control,positive
okay hall,positive
parvalama irukku konjo slow ir uk kura math iri feel aguthu okay tha,positive
ok,neutral
goodgood,positive
nice one,positive
nce product,positive
buy product waste money installation took days worst experience customer support worst experience installation guy strongly recommend buy item,negative
nice product,positive
excellent product,positive
nice product love,positive
fabulous,positive
cheap quality,negative
first buy soundbarand always faster delivery flipkartbuilt quality gooddesign quite goodsound premium cinematic sound mivi best sound ever heard,positive
liked size quality,positive
poor quality im satisfied,negative
peice ok lightweightn per price gud justified purchase nice showpeice,neutral
prizethe best tablet best processor battery experience dont look another brand experience performance apple gives bestmust buy product,positive
good product valuable price,positive
good product thank much,positive
ok ok,positive
parts damaged ok,positive
less qualitywhin fitted self broken,negative
yes find product many potential product sound really fun bass full entertaining design really good according sound quality good full volume base headphone bass really huye headphone comfortable one hour one half hour find uncomfortable,negative
good product low noise,positive
non sence cycle days atomaticly one sounds coming still day suddenly chain broke never buy product ur lige,negative
excellent value money thanks haier nd flip kart,positive
well made built refrigerator awesome performance best members family,positive
delivery faster expectednice power bank desined wellat first qute confusing days easy usethank flipkard mi good producti really happy product,positive
thankuuu amazing products,positive
nice,positive
good,positive
makes noise,neutral
great fit,positive
slow heating good quality,positive
good quality mouth leaking,neutral
awesome product best gift zaalima think love loves,positive
nice product love thanks,positive
worth,positive
livpure service excellent flipkart time favorite divide points water capacity liter good small medium family even large family sufficient service livpure superb installation done within day delivery water taste pretty good stage filtration ro enhancer,positive
nice table,positive
good quality,positive
nice products,positive
good,positive
upto levelit standard,negative
good one decent transfer speeds good performance small size compact handle light also easy carry actual product smaller picture,positive
best product,positive
rd class bad,negative
good year year boy,positive
